ID,Severity,date/time,Start_Time,End_Time,lat,lon,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4797,2,6/9/2016 16:06,6/9/2016 16:06,6/9/2016 22:06,38.53848,-121.47367,38.54389,-121.47376,0.374,At 12th Ave - Accident.,,CA-99 N,R,Sacramento,Sacramento,CA,95820,US,US/Pacific,KSAC,6/9/2016 15:53,80.1,,38,29.86,10,SSW,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4798,2,6/9/2016 16:32,6/9/2016 16:32,6/9/2016 22:32,37.67795,-122.38849,37.67012,-122.39257,0.585,At Sierra Point Pky/Exit 426B - Accident.,,Bayshore Fwy S,R,Brisbane,San Mateo,CA,94005,US,US/Pacific,KSFO,6/9/2016 16:56,63,,70,29.95,10,West,19.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4799,2,6/9/2016 16:47,6/9/2016 16:47,6/9/2016 22:47,37.86125,-122.03305,37.86516,-122.03749,0.363,At Livorna Rd - Accident.,,I-680 N,R,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,6/9/2016 16:53,75,,43,29.85,10,South,15,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4800,2,6/9/2016 16:45,6/9/2016 16:45,6/9/2016 22:45,38.24541,-122.0796,38.25438,-122.06566,0.978,At Rockville Rd/W Texas St - Accident.,,I-80 E,R,Fairfield,Solano,CA,94533,US,US/Pacific,KSUU,6/9/2016 16:58,76.3,,48,29.84,10,SW,20.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4801,2,6/9/2016 16:44,6/9/2016 16:44,6/9/2016 22:44,37.38715,-122.06876,37.38338,-122.06836,0.261,At CA-237/Exit 22 - Accident.,,CA-85 S,R,Mountain View,Santa Clara,CA,94041,US,US/Pacific,KNUQ,6/9/2016 16:56,68,,63,29.94,10,North,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4802,2,6/9/2016 16:57,6/9/2016 16:57,6/9/2016 22:57,38.62207,-121.11412,38.6173,-121.14161,1.52,At Scott Rd (East) - Accident.,14598, White Rock Rd,R,Sloughhouse,Sacramento,CA,95683,US,US/Pacific,KMHR,6/9/2016 16:45,82.4,,30,29.84,10,SSW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4803,2,6/9/2016 16:57,6/9/2016 16:57,6/9/2016 22:57,38.6173,-121.14161,38.62207,-121.11412,1.52,At Scott Rd (East) - Accident.,13602, White Rock Rd,R,Sloughhouse,Sacramento,CA,95683,US,US/Pacific,KMHR,6/9/2016 16:45,82.4,,30,29.84,10,SSW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4804,2,6/9/2016 17:04,6/9/2016 17:04,6/9/2016 23:04,38.02369,-121.97152,38.02182,-121.9607,0.603,At Willow Pass Rd (East) - Accident.,,CA-4 E,R,Pittsburg,Contra Costa,CA,94565,US,US/Pacific,KCCR,6/9/2016 16:53,75,,43,29.85,10,South,15,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4805,2,6/9/2016 17:03,6/9/2016 17:03,6/9/2016 23:03,37.63491,-122.0869,37.6278,-122.08184,0.564,At Tennyson Rd - Accident.,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,6/9/2016 16:54,64.9,,68,29.97,10,NW,10.4,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4806,2,6/9/2016 17:18,6/9/2016 17:18,6/9/2016 23:18,37.9231,-122.51297,37.92822,-122.51528,0.375,At Tamalpais Dr - Accident.,,US-101 N,R,Corte Madera,Marin,CA,94925,US,US/Pacific,KDVO,6/9/2016 17:15,69.8,,60,29.91,,NNW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4807,2,6/9/2016 17:11,6/9/2016 17:11,6/9/2016 23:11,37.63681,-122.43967,37.63969,-122.44182,0.231,At Avalon Dr - Accident.,,Junipero Serra Fwy N,R,South San Francisco,San Mateo,CA,94080,US,US/Pacific,KSFO,6/9/2016 16:56,63,,70,29.95,10,West,19.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4808,2,6/9/2016 17:53,6/9/2016 17:53,6/9/2016 23:53,37.998914,-122.038104,37.998931,-122.0381,0.001,At CA-242 - Accident.,,CA-242 N,R,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,6/9/2016 17:53,73.9,,46,29.83,10,South,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4809,2,6/9/2016 17:59,6/9/2016 17:59,6/9/2016 23:59,37.25646,-122.11588,37.25646,-122.11588,0,At Redwood Gulch Rd - Accident.,27381, Big Basin Way,L,Saratoga,Santa Clara,CA,95070,US,US/Pacific,KSJC,6/9/2016 17:53,69.8,,60,29.92,10,WNW,15,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4810,2,6/9/2016 17:51,6/9/2016 17:51,6/9/2016 23:51,37.404589,-122.070003,37.40443,-122.07,0.011,At Moffett Blvd - Accident.,,CA-85 S,R,Mountain View,Santa Clara,CA,94043,US,US/Pacific,KNUQ,6/9/2016 17:56,66.9,,66,29.94,10,North,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4811,2,6/9/2016 18:13,6/9/2016 18:13,6/10/2016 0:13,38.62406,-121.41761,38.6173,-121.42025,0.488,At Marconi Ave - Accident.,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95821,US,US/Pacific,KMCC,6/9/2016 18:15,82.4,,28,29.83,10,South,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4812,2,6/9/2016 18:15,6/9/2016 18:15,6/10/2016 0:15,37.45096,-121.89278,37.44292,-121.89056,0.569,At Jacklin Rd - Accident.,,I-680 S,R,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,6/9/2016 17:53,69.8,,60,29.92,10,WNW,15,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4813,3,6/9/2016 22:45,6/9/2016 22:45,6/10/2016 4:45,37.73235,-122.4141,37.74292,-122.397,1.186,Between US-101 (San Francisco) and Army St - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,6/9/2016 22:56,59,,75,29.95,10,West,17.3,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4814,2,6/9/2016 22:47,6/9/2016 22:47,6/10/2016 4:47,38.65067,-121.37158,38.6451,-121.38755,0.944,Between I-80-BR/Auburn Blvd and Watt Ave - Accident.,,I-80 W,R,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,6/9/2016 22:55,64.4,,64,29.87,10,SSE,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4815,3,6/9/2016 22:49,6/9/2016 22:49,6/10/2016 4:49,37.42017,-121.9145,37.45952,-121.92419,2.77,Between CA-237/Calaveras/Milpitasalvis and Dixon Landing Rd - Accident.,,I-880 N,R,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,6/9/2016 22:53,62.1,,70,29.95,10,NNW,6.9,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4816,2,6/10/2016 7:22,6/10/2016 7:22,6/10/2016 13:22,37.66597,-122.39656,37.66079,-122.40374,0.531,At Oyster Point Blvd/Exit 425B - Accident.,,US-101 S,R,South San Francisco,San Mateo,CA,94080,US,US/Pacific,KSFO,6/10/2016 6:56,57,,81,29.98,10,West,17.3,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4817,2,6/10/2016 7:32,6/10/2016 7:32,6/10/2016 13:32,37.64876,-122.09684,37.64006,-122.0906,0.691,At CA-92/Jackson St - Accident.,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,6/10/2016 7:43,59,,78,29.99,10,WSW,10.4,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4818,2,6/10/2016 7:59,6/10/2016 7:59,6/10/2016 13:59,37.94044,-122.32461,37.93754,-122.32611,0.216,At San Pablo Ave - Accident.,,I-80 W,R,Richmond,Contra Costa,CA,94805,US,US/Pacific,KCCR,6/10/2016 7:53,63,,60,29.93,10,SSW,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4819,2,6/10/2016 8:07,6/10/2016 8:07,6/10/2016 14:07,37.31691,-121.9478,37.31665,-121.95624,0.464,At Winchester Blvd - Accident.,,Junipero Serra Fwy N,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,6/10/2016 7:53,62.1,,67,30,10,Calm,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4820,2,6/10/2016 8:58,6/10/2016 8:58,6/10/2016 14:58,38.52139,-121.46462,38.52139,-121.46462,0,At 35th Ave - Accident.,3800, 35th Ave,R,Sacramento,Sacramento,CA,95824-2603,US,US/Pacific,KSAC,6/10/2016 8:53,66,,54,29.94,10,SSW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4821,2,6/10/2016 9:07,6/10/2016 9:07,6/10/2016 15:07,37.38426,-121.97141,37.38735,-121.98215,0.627,At Bowers Ave/Great America Pky - Accident.,,US-101 N,R,Santa Clara,Santa Clara,CA,95054,US,US/Pacific,KSJC,6/10/2016 8:53,64,,63,30.01,10,NW,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4822,3,6/10/2016 9:14,6/10/2016 9:14,6/10/2016 15:14,38.57513,-121.5443,38.57515,-121.55159,0.394,At Harbor Blvd - Accident.,,Capital City Fwy W,R,West Sacramento,Yolo,CA,95691,US,US/Pacific,KSAC,6/10/2016 8:53,66,,54,29.94,10,SSW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4823,2,6/10/2016 10:18,6/10/2016 10:18,6/10/2016 16:18,38.69039,-121.38298,38.69039,-121.38298,0,At 18th St - Accident.,,Elkhorn Blvd,R,North Highlands,Sacramento,CA,95660,US,US/Pacific,KMCC,6/10/2016 10:15,71.6,,43,29.95,9,SSE,8.1,,Clear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-4824,2,6/10/2016 11:12,6/10/2016 11:12,6/10/2016 17:12,38.42565,-122.84828,38.42565,-122.84828,0,At Occidental Rd - Accident.,2098, Gravenstein Hwy N,L,Sebastopol,Sonoma,CA,95472-2662,US,US/Pacific,KSTS,6/10/2016 10:53,66,,52,29.96,10,SW,6.9,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4825,2,6/10/2016 11:39,6/10/2016 11:39,6/10/2016 17:39,37.86312,-122.03592,37.86047,-122.03283,0.249,Ramp to Livorna Rd - Accident.,1400, Livorna Rd,R,Alamo,Contra Costa,CA,94507-1104,US,US/Pacific,KCCR,6/10/2016 11:53,75.9,,21,29.95,10,WSW,10.4,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4826,2,6/10/2016 11:48,6/10/2016 11:48,6/10/2016 17:48,37.68558,-122.13035,37.69057,-122.13207,0.357,Ramp to Exit 31A - Accident.,,I-880 N,R,San Leandro,Alameda,CA,94579,US,US/Pacific,KHWD,6/10/2016 11:54,66,,59,30.06,10,West,15,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4827,3,6/10/2016 12:27,6/10/2016 12:27,6/10/2016 18:27,37.68999,-122.13676,37.69283,-122.14089,0.299,At I-238/Washington Ave - Accident.,,I-880 N,R,San Leandro,Alameda,CA,94578,US,US/Pacific,KHWD,6/10/2016 12:54,68,,55,30.06,10,West,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4828,2,6/10/2016 13:00,6/10/2016 13:00,6/10/2016 19:00,37.88178,-122.30826,37.87808,-122.30767,0.258,Ramp to Gilman St - Accident. Right lane blocked.,,Eastshore Fwy W,R,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,6/10/2016 12:53,68,,52,30.03,10,West,15,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4829,2,6/10/2016 13:06,6/10/2016 13:06,6/10/2016 19:06,37.83735,-122.29622,37.8409,-122.29695,0.248,At Powell St - Accident.,,I-580 W,R,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,6/10/2016 12:53,68,,52,30.03,10,West,15,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4830,2,6/10/2016 13:54,6/10/2016 13:54,6/10/2016 19:54,37.9231,-122.51297,37.92822,-122.51528,0.375,At Tamalpais Dr - Accident.,,US-101 N,R,Corte Madera,Marin,CA,94925,US,US/Pacific,KDVO,6/10/2016 13:55,71.6,,43,30,,West,15,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4831,2,6/10/2016 13:48,6/10/2016 13:48,6/10/2016 19:48,37.64271,-121.88707,37.63845,-121.88435,0.33,At Sunol Blvd - Accident.,,I-680 S,R,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,6/10/2016 13:53,73,,35,29.99,10,West,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4832,2,6/10/2016 14:05,6/10/2016 14:05,6/10/2016 20:05,37.69281,-122.08969,37.688347,-122.095929,0.46,At I-580/I-238/MacArthur Fwy - Accident.,,Norbridge Ave,R,Castro Valley,Alameda,CA,94546,US,US/Pacific,KHWD,6/10/2016 13:54,68,,52,30.05,10,West,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4833,2,6/10/2016 14:05,6/10/2016 14:05,6/10/2016 20:05,37.68826,-122.09581,37.69281,-122.08969,0.459,At I-580/I-238/MacArthur Fwy - Accident.,,Castro Valley Blvd,R,Castro Valley,Alameda,CA,94546,US,US/Pacific,KHWD,6/10/2016 13:54,68,,52,30.05,10,West,16.1,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-4834,2,6/10/2016 14:31,6/10/2016 14:31,6/10/2016 20:31,37.844679,-122.48593,37.845083,-122.486031,0.028,At Wolfback Ridge Rd - Accident.,,Robin Williams Tunnel,R,Sausalito,Marin,CA,94965,US,US/Pacific,KSFO,6/10/2016 14:56,66,,50,30.03,10,West,23,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4835,2,6/10/2016 14:34,6/10/2016 14:34,6/10/2016 20:34,37.25396,-121.88055,37.25574,-121.87376,0.393,At CR-G8/Almaden Expy/Exit 6 - Accident.,,CA-85 S,R,San Jose,Santa Clara,CA,95118,US,US/Pacific,KRHV,6/10/2016 14:52,75.2,,36,30.01,10,NW,17.3,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4836,2,6/10/2016 14:46,6/10/2016 14:46,6/10/2016 20:46,37.31467,-121.82768,37.32259,-121.83537,0.691,At Tully Rd - Accident.,,US-101 N,R,San Jose,Santa Clara,CA,95121,US,US/Pacific,KRHV,6/10/2016 14:52,75.2,,36,30.01,10,NW,17.3,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4837,3,6/10/2016 14:56,6/10/2016 14:56,6/10/2016 20:56,35.50193,-119.16735,35.43892,-119.08134,6.51,Between Lerdo Hwy and 7th Standard Rd - Accident.,,CA-99 S,R,Bakersfield,Kern,CA,93308,US,US/Pacific,KBFL,6/10/2016 14:54,88,,21,29.87,10,WNW,15,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4838,2,6/10/2016 14:58,6/10/2016 14:58,6/10/2016 20:58,37.843717,-122.226161,37.843701,-122.226148,0.001,At CA-24/Tunnel Rd/Exit 5C - Accident.,,Warren Fwy N,R,Oakland,Alameda,CA,94618,US,US/Pacific,KOAK,6/10/2016 14:53,69.1,,47,30.01,10,West,20.7,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4839,2,6/10/2016 15:00,6/10/2016 15:00,6/10/2016 21:00,37.644617,-122.093816,37.645039,-122.093586,0.032,At I-880/Nimitz Fwy - Accident.,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,6/10/2016 14:54,69.1,,47,30.04,10,West,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4840,2,6/10/2016 15:05,6/10/2016 15:05,6/10/2016 21:05,37.72,-121.65893,37.71807,-121.66598,0.408,At Flynn Rd - Accident.,,I-580 W,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,6/10/2016 14:53,73.9,,30,29.98,10,West,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4841,2,6/10/2016 15:09,6/10/2016 15:09,6/10/2016 21:09,37.32121,-121.89976,37.32468,-121.88748,0.716,At CA-87/Guadalupe Pky - Accident.,,I-280 S,R,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,6/10/2016 14:53,73,,44,30,10,NNW,17.3,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4842,2,6/10/2016 15:12,6/10/2016 15:12,6/10/2016 21:12,37.71522,-121.70896,37.71709,-121.70358,0.321,At Greenville Rd - Accident.,,I-580 E,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,6/10/2016 14:53,73.9,,30,29.98,10,West,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4843,2,6/10/2016 15:20,6/10/2016 15:20,6/10/2016 21:20,37.69813,-121.94081,37.69898,-121.9307,0.556,At Foothill Rd/San Ramon Rd - Accident.,,I-580 E,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,6/10/2016 14:53,73.9,,30,29.98,10,West,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4844,2,6/10/2016 15:22,6/10/2016 15:22,6/10/2016 21:22,37.33353,-122.07284,37.33387,-122.06496,0.434,At Foothill Expy/Foothill Blvd - Accident.,,I-280 S,R,Los Altos,Santa Clara,CA,94024,US,US/Pacific,KNUQ,6/10/2016 14:56,73.9,,43,30.01,10,NNW,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4845,2,6/10/2016 15:44,6/10/2016 15:44,6/10/2016 21:44,37.8986,-122.07079,37.9084,-122.06851,0.688,At CA-24/Ygnacio Valley Rd - Accident.,,I-680 N,R,Walnut Creek,Contra Costa,CA,94597,US,US/Pacific,KCCR,6/10/2016 15:53,73.9,,32,29.92,10,WSW,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4846,2,6/10/2016 15:53,6/10/2016 15:53,6/10/2016 21:53,37.72,-121.65893,37.71807,-121.66598,0.408,At Flynn Rd - Accident.,,I-580 W,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,6/10/2016 15:53,73.9,,32,29.96,10,West,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4847,2,6/10/2016 16:03,6/10/2016 16:03,6/10/2016 22:03,38.75401,-121.26412,38.76163,-121.25911,0.592,At Atlantic St/Eureka Rd - Accident.,,I-80 E,R,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,6/10/2016 15:55,80.6,,24,29.92,10,SW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4848,2,6/10/2016 15:56,6/10/2016 15:56,6/10/2016 21:56,37.86948,-122.30474,37.86427,-122.30318,0.37,At University Ave - Accident.,,Eastshore Fwy W,R,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,6/10/2016 15:53,66.9,,52,30,10,West,15,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4849,2,6/10/2016 16:10,6/10/2016 16:10,6/10/2016 22:10,37.84797,-122.02766,37.85526,-122.0294,0.513,At Stone Valley Rd - Accident.,,I-680 N,R,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,6/10/2016 15:53,73.9,,32,29.92,10,WSW,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4850,2,6/10/2016 16:24,6/10/2016 16:24,6/10/2016 22:24,38.33866,-122.25992,38.33866,-122.25992,0,At Vichy Ave - Accident.,2106, Monticello Rd,L,Napa,Napa,CA,94558-9612,US,US/Pacific,KAPC,6/10/2016 15:54,75.9,,35,29.92,10,WSW,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4851,2,6/10/2016 16:22,6/10/2016 16:22,6/10/2016 22:22,37.98256,-121.74705,37.97487,-121.74162,0.608,At Laurel Rd - Accident.,,CA-4 E,R,Antioch,Contra Costa,CA,94531,US,US/Pacific,KCCR,6/10/2016 15:53,73.9,,32,29.92,10,WSW,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4852,2,6/10/2016 16:41,6/10/2016 16:41,6/10/2016 22:41,37.3172,-121.93203,37.31704,-121.94563,0.747,At I-880/CA-17 - Accident.,577, S Bascom Ave,R,San Jose,Santa Clara,CA,95128-2212,US,US/Pacific,KSJC,6/10/2016 16:53,70,,44,29.98,10,NNW,19.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4853,2,6/10/2016 16:51,6/10/2016 16:51,6/10/2016 22:51,37.70125,-121.834676,37.7013,-121.840335,0.309,At El Charro Rd/Fallon Rd - Accident.,,I-580 W,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,6/10/2016 16:53,73.9,,27,29.95,10,WNW,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
